event_id,learner_id,session_id,instrument,score,max_score,assessment_date
E00843,VU0073,S006,Facilitator Eval: QI Project,7,9,2025-03-16
E01112,VU0097,S011,Quiz: Pulmonary Embolism,19,25,2024-10-26
E00614,VU0053,S006,Facilitator Eval: QI Project,6,9,03/07/2025
E01081,VU0094,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-10-22
E01647,VU0143,S016,OSCE: Shared Decision-Making,84.0,100,2024-12-06
E00963,VU0083,S004,Quiz: Endocrine/DKA,21,25,2024-11-17
E01655,VU0143,S021,Quiz: Renal Replacement (RRT),24,,2024-12-06
E00307,VU0027,S005,Quiz: Heart Failure,16,25,2025-01-31
E00853,VU0074,S011,Quiz: Pulmonary Embolism,20,25,2024-10-10
E00026,VU0003,S018,Facilitator Eval: Journal Club,7,9,2025-01-31
E00158,VU0014,S021,Quiz: Renal Replacement (RRT),25,25,2024-12-22
E00502,VU0044,S014,Professionalism Attestation,P,,2025-04-12
E00162,VU0014,S014,Professionalism Attestation,P,,2024-10-02
E00290,VU0025,S011,Quiz: Pulmonary Embolism,20,25,2024-11-28
E00749,VU0064,S001,Quiz: Renal Acid-Base,50,50,2025-04-21
E01200,VU0105,S021,Quiz: Renal Replacement (RRT),19,20,2024-11-29
E00062,VU0006,S020,OSCE: Pre-Clerkship Capstone,86.0,100,2024-09-27
E00324,VU0028,S018,Facilitator Eval: Journal Club,9,9,2024-09-27
E00977,VU0085,S008,Quiz: Antimicrobial Stewardship,43,50,2025-02-28
E00152,VU0013,S016,OSCE: Shared Decision-Making,80.1,100,02/10/25
E01273,VU0111,S008,Quiz: Antimicrobial Stewardship,13,25,2025-04-28
E00111,VU0010,S011,Quiz: Pulmonary Embolism,22,,2024-12-30
E01477,VU0128,S002,Quiz: Cardiology ECG,16,20,02/20/25
E00870,VU0075,S014,Professionalism Attestation,P,,2025-03-08
E00054,VU0005,S015,Quiz: Nutrition,15,20,12/11/2024
E01287,VU0112,S010,Facilitator Eval: IP Rounds,7,9,2025-02-12
E01299,VU0113,S004,Quiz: Endocrine/DKA,41,50,2025-04-26
E01560,VU0135,S008,Quiz: Antimicrobial Stewardship,20,25,11/23/2024
E00283,VU0025,S001,Quiz: Renal Acid-Base,46,50,02/23/25
E01258,VU0110,S005,Quiz: Heart Failure,15,20,2024-12-13
E01276,VU0111,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-09-14
E00432,VU0037,S006,Facilitator Eval: QI Project,6,9,12/01/24
E00497,VU0043,S002,Quiz: Cardiology ECG,48,50,12/11/24
E01622,VU0140,S008,Quiz: Antimicrobial Stewardship,23,25,2025-03-14
E01130,VU0099,S011,Quiz: Pulmonary Embolism,46,50,2025-04-18
E00296,VU0026,S006,Facilitator Eval: QI Project,7,9,09/02/24
E01690,VU0146,S003,OSCE: Communication Station,71.2,100,11/22/2024
E01354,VU0118,S010,Facilitator Eval: IP Rounds,8,9,2025-01-03
E01454,VU0126,S001,Quiz: Renal Acid-Base,25,25,04/27/25
E00740,VU0063,S002,Quiz: Cardiology ECG,15,20,2024-11-10
E00716,VU0061,S002,Quiz: Cardiology ECG,34,50,03/09/25
E00123,VU0011,S001,Quiz: Renal Acid-Base,17,20,2024-12-20
E01230,VU0107,S021,Quiz: Renal Replacement (RRT),12,20,2024-12-27
E01357,VU0118,S005,Quiz: Heart Failure,13,20,2024-10-05
E01563,VU0135,S002,Quiz: Cardiology ECG,22,25,03/29/2025
E01144,VU0100,S010,Facilitator Eval: IP Rounds,7,9,2025-03-22
E00743,VU0064,S017,Quiz: Sepsis Bundles,13,20,2025-01-02
E00036,VU0003,S001,Quiz: Renal Acid-Base,46,50,2024-10-02
E00417,VU0036,S007,Facilitator Eval: Clinical Reasoning,4,9,2024-12-28
E00006,VU0001,S020,OSCE: Pre-Clerkship Capstone,105,100,2025-02-14
E01481,VU0128,S014,Professionalism Attestation,P,,11/11/24
E00482,VU0042,S004,Quiz: Endocrine/DKA,21,25,2025-02-15
E01470,VU0127,S006,Facilitator Eval: QI Project,6,9,03/26/2025
E01348,VU0117,S007,Facilitator Eval: Clinical Reasoning,7,9,09/30/2024
E01080,VU0094,S017,Quiz: Sepsis Bundles,17,25,2025-03-29
E00864,VU0075,S016,OSCE: Shared Decision-Making,64.5,100,2024-09-24
E01279,VU0111,S018,Facilitator Eval: Journal Club,7,9,10/31/2024
E01234,VU0108,S020,OSCE: Pre-Clerkship Capstone,71.1,100,2024-09-12
E00472,VU0041,S020,OSCE: Pre-Clerkship Capstone,85.5,100,2024-12-24
E01654,VU0143,S011,Quiz: Pulmonary Embolism,25,25,2025-03-29
E01416,VU0123,S014,Professionalism Attestation,P,,12/16/2024
E01009,VU0088,S010,Facilitator Eval: IP Rounds,8,9,2024-10-05
E01094,VU0095,S007,Facilitator Eval: Clinical Reasoning,9,9,2024-09-25
E01104,VU0096,S007,Facilitator Eval: Clinical Reasoning,6,9,2024-10-22
E01019,VU0088,S013,Quiz: Acute Kidney Injury,23,50,2025-03-19
E01126,VU0098,S001,Quiz: Renal Acid-Base,48,50,03/08/25
E00858,VU0074,S002,Quiz: Cardiology ECG,29,50,03/29/25
E00785,VU0068,S001,Quiz: Renal Acid-Base,45,50,2025-03-08
E00504,VU0044,S006,Facilitator Eval: QI Project,9,9,01/28/2025
E00284,VU0025,S021,Quiz: Renal Replacement (RRT),22,25,2024-09-09
E00683,VU0059,S003,OSCE: Communication Station,86.8,100,03/07/2025
E00848,VU0073,S015,Quiz: Nutrition,40,50,2025-03-15
E00986,VU0086,S018,Facilitator Eval: Journal Club,7,9,2025-03-16
E00869,VU0075,S018,Facilitator Eval: Journal Club,8,9,2025-01-25
E01013,VU0088,S005,Quiz: Heart Failure,14,20,2025-04-27
E00654,VU0057,S020,OSCE: Pre-Clerkship Capstone,83.9,100,2024-11-06
E00723,VU0062,S017,Quiz: Sepsis Bundles,37,50,2025-01-26
E00789,VU0068,S015,Quiz: Nutrition,40,50,2025-01-30
E01509,VU0130,S013,Quiz: Acute Kidney Injury,38,50,01/23/25
E01446,VU0125,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-03-12
E00662,VU0057,S008,Quiz: Antimicrobial Stewardship,44,50,2025-03-11
E00186,VU0017,S011,Quiz: Pulmonary Embolism,16,20,04/06/2025
E00297,VU0026,S016,OSCE: Shared Decision-Making,85.9,100,2025-03-14
E00571,VU0050,S011,Quiz: Pulmonary Embolism,42,50,10/22/2024
E00876,VU0075,S011,Quiz: Pulmonary Embolism,16,20,2024-10-22
E01184,VU0104,S013,Quiz: Acute Kidney Injury,16,25,12/05/2024
E01722,VU0149,S020,OSCE: Pre-Clerkship Capstone,80.1,100,11/08/24
E00138,VU0012,S007,Facilitator Eval: Clinical Reasoning,8,9,04/05/25
E00980,VU0085,S011,Quiz: Pulmonary Embolism,19,25,04/25/2025
E00915,VU0079,S008,Quiz: Antimicrobial Stewardship,15,20,02/09/25
E01408,VU0122,S005,Quiz: Heart Failure,19,25,02/14/25
E00303,VU0026,S017,Quiz: Sepsis Bundles,19,25,2024-12-07
E01589,VU0137,S007,Facilitator Eval: Clinical Reasoning,8,9,09/13/2024
E00301,VU0026,S001,Quiz: Renal Acid-Base,39,50,2025-03-19
E01551,VU0134,S004,Quiz: Endocrine/DKA,22,25,2024-12-18
E01708,VU0148,S004,Quiz: Endocrine/DKA,17,20,02/16/2025
E01225,VU0107,S002,Quiz: Cardiology ECG,21,25,2025-03-12
E00544,VU0048,S015,Quiz: Nutrition,17,20,2025-02-06
E01362,VU0118,S008,Quiz: Antimicrobial Stewardship,19,20,2024-09-06
E01023,VU0089,S015,Quiz: Nutrition,36,50,02/25/25
E00556,VU0049,S003,OSCE: Communication Station,72.5,100,2025-01-07
E00213,VU0019,S021,Quiz: Renal Replacement (RRT),15,25,2025-01-10
E00714,VU0061,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-12-19
E01553,VU0134,S001,Quiz: Renal Acid-Base,17,20,2024-09-06
E01452,VU0126,S005,Quiz: Heart Failure,39,50,01/16/25
E00308,VU0027,S018,Facilitator Eval: Journal Club,4,9,10/16/24
E00871,VU0075,S020,OSCE: Pre-Clerkship Capstone,72.9,100,11/08/2024
E01372,VU0119,S017,Quiz: Sepsis Bundles,36,50,2024-10-27
E00686,VU0059,S015,Quiz: Nutrition,30,50,2025-02-05
E01087,VU0095,S006,Facilitator Eval: QI Project,7,9,01/30/2025
E01656,VU0144,S006,Facilitator Eval: QI Project,4,9,09/01/24
E00365,VU0032,S013,Quiz: Acute Kidney Injury,14,20,10/26/24
E00310,VU0027,S020,OSCE: Pre-Clerkship Capstone,76.0,100,2025-02-10
E00089,VU0008,S003,OSCE: Communication Station,68.5,100,10/13/2024
E01674,VU0145,S013,Quiz: Acute Kidney Injury,16,20,2025-03-09
E01482,VU0128,S008,Quiz: Antimicrobial Stewardship,13,20,2024-11-20
E00243,VU0021,S020,OSCE: Pre-Clerkship Capstone,76.6,100,11/02/2024
E00684,VU0059,S010,Facilitator Eval: IP Rounds,7,9,2024-10-05
E00157,VU0014,S018,Facilitator Eval: Journal Club,5,9,2024-12-26
E00732,VU0062,S007,Facilitator Eval: Clinical Reasoning,5,9,03/02/25
E01308,VU0114,S020,OSCE: Pre-Clerkship Capstone,93.9,100,02/03/25
E00209,VU0019,S008,Quiz: Antimicrobial Stewardship,35,50,2024-09-29
E01499,VU0129,S003,OSCE: Communication Station,99.9,100,2024-09-18
E01284,VU0112,S015,Quiz: Nutrition,41,50,09/26/2024
E00348,VU0030,S013,Quiz: Acute Kidney Injury,16,20,2025-03-14
E01676,VU0145,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-09-01
E00231,VU0020,S018,Facilitator Eval: Journal Club,4,9,2025-02-27
E00788,VU0068,S016,OSCE: Shared Decision-Making,77.5,100,2025-02-26
E00463,VU0040,S005,Quiz: Heart Failure,38,50,2024-09-19
E00588,VU0052,S002,Quiz: Cardiology ECG,25,50,03/16/2025
E01729,VU0149,S011,Quiz: Pulmonary Embolism,20,20,09/27/2024
E00302,VU0026,S018,Facilitator Eval: Journal Club,6,9,2024-11-02
E00790,VU0068,S005,Quiz: Heart Failure,14,25,2025-02-11
E01523,VU0132,S001,Quiz: Renal Acid-Base,21,25,10/19/2024
E00465,VU0040,S016,OSCE: Shared Decision-Making,87.9,100,03/07/25
E00050,VU0005,S007,Facilitator Eval: Clinical Reasoning,6,9,10/06/2024
E00460,VU0040,S013,Quiz: Acute Kidney Injury,22,25,10/16/24
E01367,VU0119,S003,OSCE: Communication Station,85.2,100,2025-01-26
E00291,VU0025,S002,Quiz: Cardiology ECG,21,25,02/05/25
E00851,VU0074,S007,Facilitator Eval: Clinical Reasoning,9,9,02/24/2025
E01575,VU0136,S007,Facilitator Eval: Clinical Reasoning,6,9,2024-12-04
E01251,VU0109,S016,OSCE: Shared Decision-Making,81.8,100,2025-02-07
E00608,VU0053,S011,Quiz: Pulmonary Embolism,48,50,03/31/2025
E01116,VU0098,S021,Quiz: Renal Replacement (RRT),16,20,02/25/2025
E00211,VU0019,S003,OSCE: Communication Station,82.7,100,2024-11-15
E00092,VU0008,S017,Quiz: Sepsis Bundles,25,25,2025-01-15
E01307,VU0114,S006,Facilitator Eval: QI Project,9,9,2025-04-27
E00253,VU0022,S001,Quiz: Renal Acid-Base,16,20,2024-10-23
E01257,VU0110,S021,Quiz: Renal Replacement (RRT),19,25,2024-12-15
E00548,VU0048,S018,Facilitator Eval: Journal Club,8,9,04/09/2025
E01114,VU0097,S010,Facilitator Eval: IP Rounds,9,9,04/17/25
E00115,VU0010,S007,Facilitator Eval: Clinical Reasoning,8,9,2025-02-12
E00500,VU0044,S018,Facilitator Eval: Journal Club,9,9,2024-12-11
E00317,VU0027,S001,Quiz: Renal Acid-Base,43,50,2024-12-06
E00981,VU0085,S003,OSCE: Communication Station,80.4,100,2025-02-26
E00680,VU0058,S021,Quiz: Renal Replacement (RRT),17,20,2025-04-04
E00630,VU0055,S021,Quiz: Renal Replacement (RRT),22,25,2024-09-14
E00335,VU0029,S006,Facilitator Eval: QI Project,7,9,2025-01-16
E00910,VU0079,S006,Facilitator Eval: QI Project,7,9,2025-01-25
E01153,VU0101,S014,Professionalism Attestation,P,,2025-04-18
E01586,VU0137,S008,Quiz: Antimicrobial Stewardship,28,50,2024-12-23
E00286,VU0025,S017,Quiz: Sepsis Bundles,21,25,12/11/24
E00415,VU0036,S017,Quiz: Sepsis Bundles,17,20,2025-04-05
E00175,VU0015,S013,Quiz: Acute Kidney Injury,38,,2025-02-02
E00694,VU0059,S021,Quiz: Renal Replacement (RRT),36,50,04/02/2025
E01111,VU0097,S020,OSCE: Pre-Clerkship Capstone,75.4,100,01/04/2025
E01462,VU0127,S013,Quiz: Acute Kidney Injury,37,50,2025-02-20
E00020,VU0002,S016,OSCE: Shared Decision-Making,94.3,100,2024-09-05
E01338,VU0116,S014,Professionalism Attestation,P,,2024-12-04
E01229,VU0107,S020,OSCE: Pre-Clerkship Capstone,81.3,100,2025-04-07
E00293,VU0025,S014,Professionalism Attestation,P,,2025-01-04
E00549,VU0048,S007,Facilitator Eval: Clinical Reasoning,4,9,2025-01-03
E00172,VU0015,S003,OSCE: Communication Station,87.7,100,2025-03-15
E00509,VU0044,S004,Quiz: Endocrine/DKA,33,,2024-11-10
E01548,VU0134,S018,Facilitator Eval: Journal Club,6,9,2025-01-21
E01562,VU0135,S011,Quiz: Pulmonary Embolism,16,20,2025-04-10
E01609,VU0139,S018,Facilitator Eval: Journal Club,8,9,2024-11-11
E01519,VU0131,S021,Quiz: Renal Replacement (RRT),16,20,2024-12-07
E00043,VU0004,S011,Quiz: Pulmonary Embolism,39,50,2024-12-12
E01410,VU0123,S017,Quiz: Sepsis Bundles,18,25,2025-01-28
E00774,VU0067,S007,Facilitator Eval: Clinical Reasoning,9,9,02/09/25
E00205,VU0018,S014,Professionalism Attestation,P,,04/06/25
E01236,VU0108,S007,Facilitator Eval: Clinical Reasoning,4,9,2024-09-25
E00025,VU0003,S008,Quiz: Antimicrobial Stewardship,21,25,2025-01-28
E00282,VU0024,S021,Quiz: Renal Replacement (RRT),20,20,2025-02-11
E01079,VU0094,S014,Professionalism Attestation,P,,10/14/2024
E00206,VU0018,S013,Quiz: Acute Kidney Injury,15,20,2024-10-15
E00825,VU0072,S008,Quiz: Antimicrobial Stewardship,17,25,2024-10-10
E00932,VU0081,S001,Quiz: Renal Acid-Base,16,20,2025-02-15
E00503,VU0044,S021,Quiz: Renal Replacement (RRT),21,25,2025-01-29
E01542,VU0133,S006,Facilitator Eval: QI Project,8,9,10/06/24
E00148,VU0013,S004,Quiz: Endocrine/DKA,15,20,2024-12-20
E00294,VU0026,S010,Facilitator Eval: IP Rounds,8,9,12/07/2024
E00143,VU0013,S014,Professionalism Attestation,F,,2024-09-17
E00385,VU0033,S018,Facilitator Eval: Journal Club,7,9,2024-10-02
E01245,VU0109,S010,Facilitator Eval: IP Rounds,7,9,2024-09-13
E00808,VU0070,S011,Quiz: Pulmonary Embolism,20,25,2025-04-04
E00364,VU0031,S005,Quiz: Heart Failure,20,20,2024-09-20
E00334,VU0029,S010,Facilitator Eval: IP Rounds,8,9,2024-09-17
E00636,VU0055,S006,Facilitator Eval: QI Project,7,9,2024-09-11
E01603,VU0139,S015,Quiz: Nutrition,33,50,2024-09-04
E01584,VU0137,S001,Quiz: Renal Acid-Base,34,50,02/19/2025
E00370,VU0032,S008,Quiz: Antimicrobial Stewardship,38,50,2024-12-19
E01005,VU0087,S020,OSCE: Pre-Clerkship Capstone,79.2,100,2024-09-16
E01167,VU0102,S017,Quiz: Sepsis Bundles,19,25,2025-04-11
E01555,VU0134,S007,Facilitator Eval: Clinical Reasoning,4,9,01/25/2025
E00361,VU0031,S016,OSCE: Shared Decision-Making,82.3,100,2025-03-02
E01581,VU0136,S020,OSCE: Pre-Clerkship Capstone,78.0,100,2025-01-03
E00941,VU0082,S021,Quiz: Renal Replacement (RRT),38,50,2025-02-24
E01556,VU0134,S006,Facilitator Eval: QI Project,5,9,10/23/24
E01016,VU0088,S004,Quiz: Endocrine/DKA,39,,2025-01-07
E00192,VU0017,S003,OSCE: Communication Station,84.2,100,2024-11-16
E01526,VU0132,S017,Quiz: Sepsis Bundles,28,50,09/21/2024
E01377,VU0120,S020,OSCE: Pre-Clerkship Capstone,87.4,100,10/15/2024
E00755,VU0065,S016,OSCE: Shared Decision-Making,88.3,100,2024-09-14
E01644,VU0142,S021,Quiz: Renal Replacement (RRT),18,20,2024-10-14
E00475,VU0041,S006,Facilitator Eval: QI Project,7,9,2025-04-14
E00914,VU0079,S001,Quiz: Renal Acid-Base,22,25,2025-03-08
E01601,VU0138,S010,Facilitator Eval: IP Rounds,9,9,2025-02-26
E01660,VU0144,S016,OSCE: Shared Decision-Making,63.3,100,2025-03-23
E01437,VU0125,S008,Quiz: Antimicrobial Stewardship,50,,2025-02-03
E01192,VU0104,S021,Quiz: Renal Replacement (RRT),19,20,09/08/2024
E00418,VU0036,S004,Quiz: Endocrine/DKA,38,50,03/17/2025
E00551,VU0048,S005,Quiz: Heart Failure,15,20,10/24/2024
E01505,VU0130,S020,OSCE: Pre-Clerkship Capstone,91.1,100,2024-10-31
E01593,VU0138,S004,Quiz: Endocrine/DKA,18,20,2025-02-08
E00906,VU0079,S005,Quiz: Heart Failure,18,20,2025-03-13
E00423,VU0036,S021,Quiz: Renal Replacement (RRT),16,20,2024-10-31
E01129,VU0098,S014,Professionalism Attestation,P,,01/22/2025
E01238,VU0108,S011,Quiz: Pulmonary Embolism,18,20,09/22/24
E01552,VU0134,S010,Facilitator Eval: IP Rounds,7,9,2025-02-24
E01283,VU0112,S018,Facilitator Eval: Journal Club,9,9,2025-03-03
E00528,VU0046,S016,OSCE: Shared Decision-Making,81.3,100,03/26/25
E00783,VU0067,S002,Quiz: Cardiology ECG,21,25,09/17/24
E01469,VU0127,S008,Quiz: Antimicrobial Stewardship,22,25,02/22/25
E01195,VU0105,S020,OSCE: Pre-Clerkship Capstone,80.9,100,2025-03-23
E01101,VU0096,S018,Facilitator Eval: Journal Club,6,9,2025-01-27
E00033,VU0003,S016,OSCE: Shared Decision-Making,68.5,100,2025-04-01
E00525,VU0046,S021,Quiz: Renal Replacement (RRT),16,,2025-02-13
E00362,VU0031,S006,Facilitator Eval: QI Project,7,9,2024-12-10
E00573,VU0050,S010,Facilitator Eval: IP Rounds,9,9,2024-09-11
E00450,VU0039,S002,Quiz: Cardiology ECG,46,50,2025-01-03
E01693,VU0146,S001,Quiz: Renal Acid-Base,22,25,2024-12-23
E00022,VU0002,S015,Quiz: Nutrition,38,50,2025-03-19
E01282,VU0112,S004,Quiz: Endocrine/DKA,17,25,2025-04-10
E01694,VU0146,S013,Quiz: Acute Kidney Injury,15,20,10/21/2024
E01361,VU0118,S011,Quiz: Pulmonary Embolism,15,20,2025-03-22
E00604,VU0053,S007,Facilitator Eval: Clinical Reasoning,9,9,2025-02-27
E01253,VU0109,S001,Quiz: Renal Acid-Base,14,20,2024-10-18
E00837,VU0072,S006,Facilitator Eval: QI Project,8,9,01/04/25
E01635,VU0141,S011,Quiz: Pulmonary Embolism,43,50,2025-02-02
E00541,VU0047,S002,Quiz: Cardiology ECG,41,50,10/14/2024
E01125,VU0098,S008,Quiz: Antimicrobial Stewardship,50,50,2025-03-21
E00171,VU0015,S017,Quiz: Sepsis Bundles,22,25,2025-01-20
E00665,VU0057,S021,Quiz: Renal Replacement (RRT),19,20,2025-01-21
E00756,VU0065,S014,Professionalism Attestation,P,,2024-12-18
E01240,VU0108,S015,Quiz: Nutrition,20,25,2024-12-27
E01296,VU0113,S020,OSCE: Pre-Clerkship Capstone,93.9,100,02/27/2025
E01440,VU0125,S003,OSCE: Communication Station,80.7,100,2024-09-26
E01329,VU0116,S015,Quiz: Nutrition,50,50,2024-12-25
E00003,VU0001,S001,Quiz: Renal Acid-Base,40,50,2025-04-29
E00238,VU0021,S005,Quiz: Heart Failure,16,20,2025-01-15
E01095,VU0095,S014,Professionalism Attestation,P,,2025-01-17
E01473,VU0127,S016,OSCE: Shared Decision-Making,76.1,100,2025-03-30
E00510,VU0044,S007,Facilitator Eval: Clinical Reasoning,8,9,04/16/2025
E01316,VU0114,S008,Quiz: Antimicrobial Stewardship,16,25,2025-04-26
E01521,VU0131,S015,Quiz: Nutrition,44,50,01/13/25
E00554,VU0048,S014,Professionalism Attestation,P,,2024-12-08
E00273,VU0024,S013,Quiz: Acute Kidney Injury,20,25,2024-09-05
E00569,VU0050,S014,Professionalism Attestation,P,,12/17/2024
E00304,VU0026,S007,Facilitator Eval: Clinical Reasoning,6,9,2024-12-21
E01310,VU0114,S002,Quiz: Cardiology ECG,28,50,2024-09-02
E00081,VU0007,S011,Quiz: Pulmonary Embolism,38,50,11/19/24
E00598,VU0052,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-04-08
E01476,VU0128,S020,OSCE: Pre-Clerkship Capstone,91.5,100,01/22/2025
E01449,VU0126,S020,OSCE: Pre-Clerkship Capstone,79.8,100,2024-12-14
E01423,VU0123,S010,Facilitator Eval: IP Rounds,8,9,2024-11-15
E00459,VU0040,S002,Quiz: Cardiology ECG,17,20,2025-02-05
E00351,VU0030,S020,OSCE: Pre-Clerkship Capstone,80.6,100,2025-03-18
E01623,VU0140,S013,Quiz: Acute Kidney Injury,20,25,03/14/25
E01485,VU0128,S018,Facilitator Eval: Journal Club,7,9,2024-09-25
E00550,VU0048,S002,Quiz: Cardiology ECG,12,20,2024-11-20
E00607,VU0053,S001,Quiz: Renal Acid-Base,19,20,2024-11-05
E00452,VU0039,S011,Quiz: Pulmonary Embolism,25,25,2025-01-31
E00622,VU0054,S020,OSCE: Pre-Clerkship Capstone,91.4,100,2025-01-15
E00531,VU0047,S008,Quiz: Antimicrobial Stewardship,15,20,2025-02-23
E01534,VU0132,S014,Professionalism Attestation,P,,2025-04-04
E01430,VU0124,S020,OSCE: Pre-Clerkship Capstone,88.7,100,2024-12-09
E00933,VU0081,S003,OSCE: Communication Station,75.6,100,2025-02-18
E01051,VU0091,S008,Quiz: Antimicrobial Stewardship,19,20,2025-04-19
E01679,VU0145,S004,Quiz: Endocrine/DKA,16,20,2025-02-17
E01213,VU0106,S010,Facilitator Eval: IP Rounds,4,9,2024-12-04
E00447,VU0039,S014,Professionalism Attestation,P,,2024-10-22
E01172,VU0103,S004,Quiz: Endocrine/DKA,24,,2024-11-13
E00328,VU0028,S008,Quiz: Antimicrobial Stewardship,39,50,2024-11-16
E00008,VU0001,S021,Quiz: Renal Replacement (RRT),17,20,2025-01-05
E00377,VU0032,S002,Quiz: Cardiology ECG,39,50,2025-01-30
E00424,VU0036,S010,Facilitator Eval: IP Rounds,5,9,10/07/2024
E00557,VU0049,S011,Quiz: Pulmonary Embolism,15,20,2024-10-13
E01742,VU0150,S020,OSCE: Pre-Clerkship Capstone,91.8,100,2025-03-06
E00821,VU0071,S014,Professionalism Attestation,P,,2025-03-21
E00800,VU0069,S021,Quiz: Renal Replacement (RRT),12,20,2025-04-07
E01152,VU0101,S006,Facilitator Eval: QI Project,6,9,2024-11-24
E01471,VU0127,S003,OSCE: Communication Station,97.5,100,01/05/25
E01044,VU0091,S006,Facilitator Eval: QI Project,8,9,2024-09-03
E00897,VU0078,S005,Quiz: Heart Failure,34,50,2024-09-18
E00339,VU0029,S001,Quiz: Renal Acid-Base,14,20,2025-04-05
E01456,VU0126,S002,Quiz: Cardiology ECG,43,50,2025-04-04
E01052,VU0092,S020,OSCE: Pre-Clerkship Capstone,73.6,100,2025-03-18
E01091,VU0095,S020,OSCE: Pre-Clerkship Capstone,59.9,100,2025-01-31
E01403,VU0122,S003,OSCE: Communication Station,81.6,100,2025-01-20
E01014,VU0088,S008,Quiz: Antimicrobial Stewardship,18,25,2024-12-18
E00815,VU0071,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-03-23
E00390,VU0033,S015,Quiz: Nutrition,20,25,2025-01-09
E00125,VU0011,S004,Quiz: Endocrine/DKA,39,50,2024-11-15
E01160,VU0101,S015,Quiz: Nutrition,15,25,2024-09-22
E00094,VU0008,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-12-07
E00594,VU0052,S003,OSCE: Communication Station,67.7,100,09/20/2024
E00265,VU0023,S017,Quiz: Sepsis Bundles,13,20,2024-12-16
E00562,VU0049,S020,OSCE: Pre-Clerkship Capstone,86.2,100,2024-09-06
E01228,VU0107,S018,Facilitator Eval: Journal Club,7,9,2025-04-23
E00342,VU0029,S005,Quiz: Heart Failure,18,25,2025-02-25
E00045,VU0004,S016,OSCE: Shared Decision-Making,72.3,100,2024-12-04
E01032,VU0089,S008,Quiz: Antimicrobial Stewardship,15,20,10/17/2024
E01737,VU0150,S002,Quiz: Cardiology ECG,19,25,2025-02-03
E00859,VU0074,S015,Quiz: Nutrition,32,50,09/10/2024
E00989,VU0086,S016,OSCE: Shared Decision-Making,84.9,100,2025-01-21
E00139,VU0012,S005,Quiz: Heart Failure,41,50,2025-03-01
E00894,VU0077,S003,OSCE: Communication Station,73.8,100,11/19/24
E00241,VU0021,S015,Quiz: Nutrition,16,20,2024-12-17
E01467,VU0127,S001,Quiz: Renal Acid-Base,14,20,2024-10-02
E01741,VU0150,S013,Quiz: Acute Kidney Injury,29,50,11/20/2024
E00750,VU0064,S004,Quiz: Endocrine/DKA,21,25,2025-03-08
E00712,VU0061,S008,Quiz: Antimicrobial Stewardship,45,50,01/17/2025
E01148,VU0100,S015,Quiz: Nutrition,17,20,2025-04-20
E00518,VU0045,S017,Quiz: Sepsis Bundles,44,,03/19/2025
E01128,VU0098,S002,Quiz: Cardiology ECG,17,25,2024-12-29
E01513,VU0131,S005,Quiz: Heart Failure,15,20,2024-09-03
E00393,VU0034,S001,Quiz: Renal Acid-Base,21,25,2025-01-18
E00262,VU0023,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-04-03
E00090,VU0008,S014,Professionalism Attestation,P,,2024-09-12
E01671,VU0145,S001,Quiz: Renal Acid-Base,17,25,03/10/2025
E01093,VU0095,S016,OSCE: Shared Decision-Making,91.4,100,2024-09-02
E00414,VU0036,S015,Quiz: Nutrition,23,25,01/11/25
E00972,VU0084,S011,Quiz: Pulmonary Embolism,44,50,11/21/2024
E00618,VU0054,S006,Facilitator Eval: QI Project,8,9,2025-02-20
E00703,VU0060,S015,Quiz: Nutrition,42,50,11/06/24
E01268,VU0110,S003,OSCE: Communication Station,82.0,100,01/27/25
E01120,VU0098,S005,Quiz: Heart Failure,18,20,2024-12-26
E01734,VU0149,S014,Professionalism Attestation,P,,2025-03-09
E00203,VU0018,S011,Quiz: Pulmonary Embolism,24,25,2025-01-01
E00913,VU0079,S018,Facilitator Eval: Journal Club,7,9,2024-11-02
E01444,VU0125,S011,Quiz: Pulmonary Embolism,14,20,2024-12-09
E00396,VU0034,S015,Quiz: Nutrition,17,25,02/08/2025
E00391,VU0034,S014,Professionalism Attestation,P,,12/02/24
E01341,VU0117,S020,OSCE: Pre-Clerkship Capstone,70.5,100,2024-12-29
E01202,VU0105,S016,OSCE: Shared Decision-Making,78.3,100,2025-02-04
E00085,VU0008,S020,OSCE: Pre-Clerkship Capstone,70.8,100,04/05/2025
E01549,VU0134,S015,Quiz: Nutrition,48,,2025-04-12
E01233,VU0108,S010,Facilitator Eval: IP Rounds,5,9,2024-11-12
E01290,VU0112,S003,OSCE: Communication Station,78.5,100,2024-10-11
E00268,VU0023,S013,Quiz: Acute Kidney Injury,20,25,2025-03-05
E00218,VU0019,S011,Quiz: Pulmonary Embolism,15,20,2024-10-31
E00179,VU0016,S013,Quiz: Acute Kidney Injury,19,25,12/31/2024
E00787,VU0068,S002,Quiz: Cardiology ECG,47,50,12/29/24
